risk_id,risk_type,entity_type,entity_name,month_or_snapshot,channel,store_id,brand,sku,key_metric,metric_value,risk_level,risk_reason,recommended_action,owner_department
RISK000787,Behind Target Store,Store,Himaxx Shenzhen Warehouse 34,2026-03-01,Himaxx Warehouse Outlet,S034,,,revenue_achievement_rate,0.8086,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000788,Behind Target Store,Store,Himaxx Chongqing Warehouse 35,2026-03-01,Himaxx Warehouse Outlet,S035,,,revenue_achievement_rate,0.9014,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000789,Behind Target Store,Store,Himaxx Nanjing Warehouse 36,2026-03-01,Himaxx Warehouse Outlet,S036,,,revenue_achievement_rate,0.8862,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000790,Behind Target Store,Store,Himaxx Xiamen Warehouse 40,2026-03-01,Himaxx Warehouse Outlet,S040,,,revenue_achievement_rate,0.8133,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000791,Behind Target Store,Store,Himaxx Beijing Warehouse 45,2026-03-01,Himaxx Warehouse Outlet,S045,,,revenue_achievement_rate,0.8813,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000792,Behind Target Store,Store,Himaxx Shenzhen Warehouse 49,2026-03-01,Himaxx Warehouse Outlet,S049,,,revenue_achievement_rate,0.8796,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000793,Behind Target Store,Store,Himaxx Qingdao Warehouse 51,2026-03-01,Himaxx Warehouse Outlet,S051,,,revenue_achievement_rate,0.8599,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000794,Behind Target Store,Store,Himaxx Chongqing Warehouse 53,2026-03-01,Himaxx Warehouse Outlet,S053,,,revenue_achievement_rate,0.8492,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000795,Behind Target Store,Store,Himaxx Beijing Warehouse 1,2026-04-01,Himaxx Warehouse Outlet,S001,,,revenue_achievement_rate,0.8407,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000796,Behind Target Store,Store,Himaxx Changsha Warehouse 9,2026-04-01,Himaxx Warehouse Outlet,S009,,,revenue_achievement_rate,0.8235,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000797,Behind Target Store,Store,Himaxx Tianjin Warehouse 14,2026-04-01,Himaxx Warehouse Outlet,S014,,,revenue_achievement_rate,0.8786,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000798,Behind Target Store,Store,Himaxx Shanghai Warehouse 20,2026-04-01,Himaxx Warehouse Outlet,S020,,,revenue_achievement_rate,0.8802,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000799,Behind Target Store,Store,Himaxx Beijing Warehouse 26,2026-04-01,Himaxx Warehouse Outlet,S026,,,revenue_achievement_rate,0.8591,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000800,Behind Target Store,Store,Himaxx Chongqing Warehouse 28,2026-04-01,Himaxx Warehouse Outlet,S028,,,revenue_achievement_rate,0.8953,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000801,Behind Target Store,Store,Himaxx Shanghai Warehouse 46,2026-04-01,Himaxx Warehouse Outlet,S046,,,revenue_achievement_rate,0.8504,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000802,Behind Target Store,Store,Himaxx Chongqing Warehouse 48,2026-04-01,Himaxx Warehouse Outlet,S048,,,revenue_achievement_rate,0.8541,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000803,Behind Target Store,Store,Himaxx Shenzhen Warehouse 49,2026-04-01,Himaxx Warehouse Outlet,S049,,,revenue_achievement_rate,0.8476,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000804,Behind Target Store,Store,Himaxx Tianjin Warehouse 54,2026-04-01,Himaxx Warehouse Outlet,S054,,,revenue_achievement_rate,0.8435,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000805,Behind Target Store,Store,Himaxx Beijing Warehouse 67,2026-04-01,Himaxx Warehouse Outlet,S067,,,revenue_achievement_rate,0.9177,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000806,Behind Target Store,Store,Himaxx Tianjin Warehouse 73,2026-04-01,Himaxx Warehouse Outlet,S073,,,revenue_achievement_rate,0.8012,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000807,Low Traffic Conversion,Store,Himaxx Shenzhen Warehouse 3,2026-01-01,Himaxx Warehouse Outlet,S003,,,traffic_to_order_cvr,0.0229,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000808,Low Traffic Conversion,Store,Himaxx Qingdao Warehouse 6,2026-01-01,Himaxx Warehouse Outlet,S006,,,traffic_to_order_cvr,0.0262,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000809,Low Traffic Conversion,Store,Himaxx Chengdu Warehouse 11,2026-01-01,Himaxx Warehouse Outlet,S011,,,traffic_to_order_cvr,0.0247,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000810,Low Traffic Conversion,Store,Himaxx Xiamen Warehouse 22,2026-01-01,Himaxx Warehouse Outlet,S022,,,traffic_to_order_cvr,0.0267,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000811,Low Traffic Conversion,Store,Himaxx Chongqing Warehouse 24,2026-01-01,Himaxx Warehouse Outlet,S024,,,traffic_to_order_cvr,0.021,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000812,Low Traffic Conversion,Store,Himaxx Chengdu Warehouse 27,2026-01-01,Himaxx Warehouse Outlet,S027,,,traffic_to_order_cvr,0.0173,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000813,Low Traffic Conversion,Store,Himaxx Chongqing Warehouse 28,2026-01-01,Himaxx Warehouse Outlet,S028,,,traffic_to_order_cvr,0.0232,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000814,Low Traffic Conversion,Store,Himaxx Shenzhen Warehouse 37,2026-01-01,Himaxx Warehouse Outlet,S037,,,traffic_to_order_cvr,0.0278,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000815,Low Traffic Conversion,Store,Himaxx Shanghai Warehouse 41,2026-01-01,Himaxx Warehouse Outlet,S041,,,traffic_to_order_cvr,0.0175,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000816,Low Traffic Conversion,Store,Himaxx Suzhou Warehouse 50,2026-01-01,Himaxx Warehouse Outlet,S050,,,traffic_to_order_cvr,0.0247,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000817,Low Traffic Conversion,Store,Himaxx Xiamen Warehouse 58,2026-01-01,Himaxx Warehouse Outlet,S058,,,traffic_to_order_cvr,0.0257,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000818,Low Traffic Conversion,Store,Himaxx Suzhou Warehouse 59,2026-01-01,Himaxx Warehouse Outlet,S059,,,traffic_to_order_cvr,0.0198,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000819,Low Traffic Conversion,Store,Himaxx Xiamen Warehouse 61,2026-01-01,Himaxx Warehouse Outlet,S061,,,traffic_to_order_cvr,0.0198,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000820,Low Traffic Conversion,Store,Himaxx Nanjing Warehouse 63,2026-01-01,Himaxx Warehouse Outlet,S063,,,traffic_to_order_cvr,0.0196,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000821,Low Traffic Conversion,Store,Himaxx Tianjin Warehouse 66,2026-01-01,Himaxx Warehouse Outlet,S066,,,traffic_to_order_cvr,0.0265,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000822,Low Traffic Conversion,Store,Himaxx Changsha Warehouse 70,2026-01-01,Himaxx Warehouse Outlet,S070,,,traffic_to_order_cvr,0.017,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000823,Low Traffic Conversion,Store,Himaxx Changsha Warehouse 72,2026-01-01,Himaxx Warehouse Outlet,S072,,,traffic_to_order_cvr,0.0174,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000824,Low Traffic Conversion,Store,Himaxx Nanjing Warehouse 76,2026-01-01,Himaxx Warehouse Outlet,S076,,,traffic_to_order_cvr,0.0252,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000825,Low Traffic Conversion,Store,Himaxx Shenzhen Warehouse 3,2026-02-01,Himaxx Warehouse Outlet,S003,,,traffic_to_order_cvr,0.0224,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000826,Low Traffic Conversion,Store,Himaxx Qingdao Warehouse 6,2026-02-01,Himaxx Warehouse Outlet,S006,,,traffic_to_order_cvr,0.0278,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000827,Low Traffic Conversion,Store,Himaxx Hangzhou Warehouse 15,2026-02-01,Himaxx Warehouse Outlet,S015,,,traffic_to_order_cvr,0.0277,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000828,Low Traffic Conversion,Store,Himaxx Qingdao Warehouse 19,2026-02-01,Himaxx Warehouse Outlet,S019,,,traffic_to_order_cvr,0.0271,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000829,Low Traffic Conversion,Store,Himaxx Xiamen Warehouse 22,2026-02-01,Himaxx Warehouse Outlet,S022,,,traffic_to_order_cvr,0.0274,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000830,Low Traffic Conversion,Store,Himaxx Chongqing Warehouse 24,2026-02-01,Himaxx Warehouse Outlet,S024,,,traffic_to_order_cvr,0.022,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000831,Low Traffic Conversion,Store,Himaxx Chengdu Warehouse 27,2026-02-01,Himaxx Warehouse Outlet,S027,,,traffic_to_order_cvr,0.0134,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000832,Low Traffic Conversion,Store,Himaxx Chongqing Warehouse 28,2026-02-01,Himaxx Warehouse Outlet,S028,,,traffic_to_order_cvr,0.0268,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000833,Low Traffic Conversion,Store,Himaxx Xi'an Warehouse 31,2026-02-01,Himaxx Warehouse Outlet,S031,,,traffic_to_order_cvr,0.0225,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000834,Low Traffic Conversion,Store,Himaxx Chongqing Warehouse 33,2026-02-01,Himaxx Warehouse Outlet,S033,,,traffic_to_order_cvr,0.0251,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000835,Low Traffic Conversion,Store,Himaxx Chongqing Warehouse 35,2026-02-01,Himaxx Warehouse Outlet,S035,,,traffic_to_order_cvr,0.0261,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000836,Low Traffic Conversion,Store,Himaxx Shenzhen Warehouse 37,2026-02-01,Himaxx Warehouse Outlet,S037,,,traffic_to_order_cvr,0.0223,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000837,Low Traffic Conversion,Store,Himaxx Shanghai Warehouse 41,2026-02-01,Himaxx Warehouse Outlet,S041,,,traffic_to_order_cvr,0.0243,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
RISK000838,Low Traffic Conversion,Store,Himaxx Suzhou Warehouse 59,2026-02-01,Himaxx Warehouse Outlet,S059,,,traffic_to_order_cvr,0.0228,Medium,Traffic-to-order conversion is below the 25th percentile.,"Review store display, sales associate training, try-on conversion, and promotion matching.",Store Operations / Training
